"Game Title";"Console";"Year";"Genre";"Game_Company";"Type";"Console_Company";"Console Release Year";"Console Disco Year";"Consoles sold (million)";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"NBA Live 07";"XBOX";2006;"Sports";"Electronic Arts";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Choro Q Marine: Q Boat";"PS";1998;"Racing";"Takara";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"GunPey";"PSP";2006;"Puzzle";"Atari";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"MX vs. ATV Supercross Encore";"PS4";2015;"Sports";"Nordic Games";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Yuugen Gaisha Brave Company";"Nintendo 3DS";2011;"Strategy";"Namco Bandai Games";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Ken to Mahou to Gakuen Mono. 3D";"Nintendo 3DS";2011;"Role-Playing";"Acquire";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"History Great Empires: Rome";"Nintendo DS";2009;"Strategy";"Black Bean Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Friends: The One with All the Trivia";"PS2";2005;"Misc";"Warner Bros. Interactive Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Mame Goma 2: Uchi no Ko ga Ichiban!";"Nintendo DS";2008;"Simulation";"Creative Core";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Backyard NFL Football '08";"PS2";2007;"Sports";"Atari";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Coraline";"Nintendo Wii";2009;"Action";"D3Publisher";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Gunbird";"Sega Saturn";1995;"Shooter";"Atlus";"Home";"Sega";1994;2000;9.26;0.34;0.26;1.3;1.93
"Imagine: Party Planner";"Nintendo DS";2009;"Simulation";"Ubisoft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Dream C Club Portable";"PSP";2010;"Simulation";"D3Publisher";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Tom Clancy's Rainbow Six 3";"Nintendo GameCube";2004;"Shooter";"Ubisoft";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Elemental Gearbolt";"PS";1997;"Shooter";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Space Chimps";"Nintendo DS";2008;"Platform";"Brash Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Tony Hawk's Pro Skater 5";"PS3";2015;"Sports";"Activision";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"WWF Wrestlemania: The Arcade Game";"PS";1995;"Fighting";"Acclaim Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Handball 16";"PS4";2015;"Sports";"Bigben Interactive";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Grand Kingdom";"PS4";2015;"Role-Playing";"Nippon Ichi Software";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Mega Man 8 Anniversary Collector's Edition";"Sega Saturn";1997;"Platform";"Capcom";"Home";"Sega";1994;2000;9.26;0.34;0.26;1.3;1.93
"V-Rally 3";"PS2";2002;"Racing";"Atari";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Nobunaga no Yabou: Souzou";"PS4";2014;"Strategy";"Tecmo Koei";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Whiplash";"XBOX";2003;"Racing";"Eidos Interactive";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Pro Yakyuu Famista 2011";"Nintendo 3DS";2011;"Sports";"Namco Bandai Games";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Impact Racing";"PS";1996;"Racing";"JVC";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"My Horse & Me: Riding for Gold";"Nintendo Wii";2008;"Sports";"Atari";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Sled Shred featuring the Jamaican Bobsled Team";"Nintendo Wii";2010;"Sports";"SouthPeak Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Amazing Island";"Nintendo GameCube";2004;"Strategy";"Sega";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"SeaBlade";"XBOX";2002;"Shooter";"TDK Mediactive";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Jikkyou Powerful Pro Yakyuu DreamCast Edition";"Sega Dreamcast";2000;"Sports";"Konami Digital Entertainment";"Home";"Sega";1998;2001;9.13;1.26;0.61;0.46;2.42
"Carmen Sandiego: The Secret of the Stolen Drums";"PS2";2004;"Action";"BAM! Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan";"PSP";2010;"Role-Playing";"Atlus";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Activision Hits: Remixed";"PSP";2006;"Misc";"Activision";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Death Jr. II: Root of Evil";"PSP";2006;"Platform";"Konami Digital Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Hail to the Chimp";"XBOX 360";2008;"Misc";"Gamecock";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"MotoGP 4 - Official Game of MotoGP";"PS2";2005;"Racing";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Legend of Kay";"Nintendo WiiU";2015;"Action";"Nordic Games";"Home";"Nintendo";2012;2017;13.56;3.13;2.07;1.27;6.96
"Kyoukai Senjou no Horizon Portable";"PSP";2013;"Adventure";"Kadokawa Shoten";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Shining Force III: Scenario 2";"Sega Saturn";1998;"Strategy";"Sega";"Home";"Sega";1994;2000;9.26;0.34;0.26;1.3;1.93
"NHL Legacy";"XBOX 360";2015;"Action";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Final Fight: Streetwise";"PS2";2006;"Action";"Capcom";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Speed Kings";"XBOX";2003;"Racing";"Acclaim Entertainment";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Drivers Ed Portable";"Nintendo DS";2008;"Misc";"JoWood Productions";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Kamen Rider: Battride War Genesis";"PS4";2016;"Action";"Namco Bandai Games";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Gladiator: Sword of Vengeance";"XBOX";2003;"Action";"Acclaim Entertainment";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Unsolved Crimes";"Nintendo DS";2008;"Adventure";"Empire Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Minna to Kimi no Piramekino!";"Nintendo DS";2010;"Misc";"Namco Bandai Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Virtua Tennis 3";"PSP";2007;"Sports";"Sega";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Bombastic";"PS2";2002;"Puzzle";"Capcom";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Xiaolin Showdown";"Nintendo DS";2006;"Action";"Konami Digital Entertainment";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"NHL Powerplay 98";"PS";1997;"Sports";"Virgin Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Olympic Soccer: Atlanta 1996";"PS";1996;"Sports";"U.S. Gold";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Lernerfolg Vorschule: Capt'n Sharky";"Nintendo DS";2009;"Misc";"Tivola";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Samurai Dou Portable";"PSP";2008;"Action";"Spike";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Princess on Ice";"Nintendo DS";2008;"Sports";"505 Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Countdown: The Game";"Nintendo Wii";2009;"Puzzle";"Mindscape";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Phantasy Star Online Episode I & II Plus";"Nintendo GameCube";2003;"Role-Playing";"Sega";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Samurai Warriors 4: Empires";"PlayStation Vita";2015;"Action";"Tecmo Koei";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"DuckTales: Remastered";"PS3";2013;"Action";"Capcom";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Front Mission 2089: Border of Madness";"Nintendo DS";2008;"Strategy";"Square Enix";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Miracle Girls Festival";"PlayStation Vita";2015;"Misc";"Sega";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Dual Hearts";"PS2";2002;"Role-Playing";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"7 Wonders: Treasures of Seven";"Nintendo DS";2011;"Puzzle";"Avanquest";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"NFL Quarterback Club 2002";"Nintendo GameCube";2001;"Sports";"Acclaim Entertainment";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Saki: Zenkoku-hen";"PlayStation Vita";2015;"Misc";"Kaga Create";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Mister Slime";"Nintendo DS";2008;"Action";"SouthPeak Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate";"PlayStation Vita";2015;"Action";"Aksys Games";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Virtual Villagers: A New Home";"Nintendo DS";2010;"Simulation";"PQube";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Marc Ecko's Getting Up: Contents Under Pressure";"PS2";2006;"Action";"Atari";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Learn Science";"Nintendo DS";2010;"Misc";"DreamCatcher Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Sega Soccer Slam";"XBOX";2002;"Sports";"Sega";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Hakuouki: Reimeiroku";"PS2";2010;"Adventure";"Idea Factory";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Vertigo";"Nintendo Wii";2009;"Strategy";"Playlogic Game Factory";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Blood Omen 2";"Nintendo GameCube";2002;"Action";"Eidos Interactive";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"NBA 2K17";"XBOX 360";2016;"Sports";"Take-Two Interactive";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Shin Sangoku Musou 5 Empires";"PSP";2010;"Action";"Tecmo Koei";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Carve";"XBOX";2004;"Racing";"Global Star";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"BlowOut";"XBOX";2003;"Shooter";"Zoo Digital Publishing";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"McDROID";"PSP";2011;"Strategy";"Namco Bandai Games";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"GachiTora! Abarenbou Kyoushi in High School";"PSP";2011;"Action";"Spike";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"WTA Tour Tennis";"PS2";2001;"Sports";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Bottom of the 9th '99";"PS";1998;"Sports";"Konami Digital Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Dynasty Warriors 5";"XBOX";2005;"Action";"Tecmo Koei";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Naval Ops: Commander";"PS2";2004;"Simulation";"Tecmo Koei";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Adventure Time: Finn & Jake Investigations";"Nintendo WiiU";2015;"Action";"Little Orbit";"Home";"Nintendo";2012;2017;13.56;3.13;2.07;1.27;6.96
"Defendin' De Penguin";"Nintendo Wii";2008;"Strategy";"Zushi Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Bleach: Blade Battlers";"PS2";2006;"Fighting";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Rez";"PS2";2001;"Shooter";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Goosebumps: The Game";"Nintendo 3DS";2015;"Adventure";"WayForward Technologies";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"MLB SlugFest 2006";"XBOX";2006;"Sports";"Midway Games";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Rockin' Pretty";"Nintendo DS";2009;"Misc";"Arc System Works";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Jake Power: Policeman";"Nintendo DS";2008;"Adventure";"Ubisoft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Samurai Warriors 4-II";"PlayStation Vita";2015;"Action";"Tecmo Koei";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE";"Nintendo DS";2006;"Misc";"Sega";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"UEFA Euro 2004: Portugal";"XBOX";2004;"Sports";"Electronic Arts";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Major Minor's Majestic March";"Nintendo Wii";2009;"Misc";"Majesco Entertainment";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Shaman King: Soul Fight";"Nintendo GameCube";2003;"Platform";"Namco Bandai Games";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Samurai Deeper Kyo";"PS";2002;"Fighting";"Namco Bandai Games";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Samantha Swift and the Hidden Roses of Athena";"Nintendo DS";2010;"Adventure";"Unknown";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Medabots: Infinity";"Nintendo GameCube";2003;"Role-Playing";"Ubisoft";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Zapper: One Wicked Cricket!";"XBOX";2002;"Platform";"Infogrames";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Jirou Akagawa: Majotachi no Nemuri";"Super Nintendo";1995;"Adventure";"Pack-In-Video";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Arcana Heart 3";"XBOX 360";2011;"Fighting";"PQube";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Bust-A-Bloc";"PS2";2002;"Puzzle";"Midas Interactive Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Sitting Ducks";"PS2";2003;"Platform";"LSP Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Puyo Puyo 7";"Nintendo Wii";2009;"Puzzle";"Sega";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Animal Planet: Vet Collection";"Nintendo DS";2010;"Simulation";"Activision";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Imagine Animal Doctor Care Center";"Nintendo DS";2010;"Simulation";"Ubisoft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Rugby 15";"XBOX 360";2015;"Sports";"Bigben Interactive";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"NFL Blitz Pro";"XBOX";2003;"Sports";"Midway Games";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Major League Baseball 2K11";"PSP";2011;"Sports";"Take-Two Interactive";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Uta no Prince-Sama: Music 3";"PlayStation Vita";2016;"Action";"Broccoli";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Pretty Cure All Stars Everyone Gather ? Let's Dance!";"Nintendo Wii";2013;"Misc";"Namco Bandai Games";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"New Prince of Tennis: Go to the Top";"Nintendo 3DS";2015;"Action";"FuRyu";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Zyuden Sentai Kyoryuger: Game de Gaburincho!!";"Nintendo 3DS";2013;"Action";"Namco Bandai Games";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Nobunaga's Ambition: Sphere of Influence";"PlayStation Vita";2014;"Strategy";"Tecmo Koei";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Hi-Octane: The Track Fights Back!";"PS";1995;"Racing";"Electronic Arts";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Black Sigil: Blade of the Exiled";"Nintendo DS";2009;"Role-Playing";"Graffiti";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Wakeboarding Unleashed Featuring Shaun Murray";"XBOX";2003;"Sports";"Activision";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"TrackMania Turbo: Build to Race";"Nintendo DS";2010;"Racing";"Ubisoft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"ZombiU";"PS4";2016;"Action";"Ubisoft";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Domino Rally";"Nintendo Wii";2007;"Action";"Nordcurrent";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Doraemon 2: Nobita no Toizurando Daibouken";"Super Nintendo";1993;"Role-Playing";"Epoch";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Samurai Champloo: Sidetracked";"PS2";2006;"Action";"Namco Bandai Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Teenage Mutant Ninja Turtles: Mutants in Manhattan";"PS3";2016;"Action";"Activision";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!";"Nintendo DS";2007;"Action";"Takara Tomy";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Utawarerumono: Futari no Hakuoro";"PlayStation Vita";2016;"Misc";"Aqua Plus";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Chaos;Child";"PlayStation Vita";2015;"Adventure";"5pb";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Fatal Fury: Wild Ambition";"PS";1999;"Fighting";"SNK Playmore";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Metal Fight Beyblade: Bakugami Susanoh Shuurai!";"Nintendo DS";2010;"Action";"Hudson Soft";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Dengeki Gakuen RPG: Cross of Venus";"Nintendo DS";2009;"Role-Playing";"ASCII Media Works";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Judge Dredd";"PS";1997;"Platform";"Gremlin Interactive Ltd";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Minna no Ennichi";"Nintendo 3DS";2012;"Action";"Namco Bandai Games";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Winning Post 8";"PS3";2014;"Racing";"Tecmo Koei";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"King Arthur";"XBOX";2004;"Action";"Konami Digital Entertainment";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"DoDonPachi Resurrection";"XBOX 360";2010;"Shooter";"Rising Star Games";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Bass Rise";"PS";1999;"Sports";"Namco Bandai Games";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"UEFA Champions League 2006-2007";"XBOX 360";2007;"Sports";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Dynamite Headdy";"Sega Genesis";1993;"Platform";"Sega";"Home";"Sega";1988;1997;30.75;4.47;1.2;0.16;6.03
"Choujikuu Yousai Macross: Do You Remember Love";"PS3";2012;"Shooter";"Namco Bandai Games";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Arcania: Gothic 4";"PS4";2015;"Role-Playing";"Nordic Games";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Persona 2: Eternal Punishment";"PSP";2012;"Role-Playing";"Atlus";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Dragon's Lair 3D: Return to the Lair";"XBOX";2002;"Platform";"Ubisoft";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Growlanser: Heritage of War (jp sales)";"PS2";2006;"Role-Playing";"Rising Star Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Myst IV: Revelation";"XBOX";2005;"Adventure";"Ubisoft";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Culdcept Revolt";"Nintendo 3DS";2016;"Strategy";"Nintendo";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Sushi Go-Round";"Nintendo Wii";2010;"Simulation";"Asylum Entertainment";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Pachinko Wars II";"Super Nintendo";1993;"Misc";"Coconuts Japan";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Myth Makers: Orbs of Doom";"Nintendo Wii";2007;"Puzzle";"Popcorn Arcade";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Toy Soldiers: War Chest";"XBOX One";2015;"Action";"Ubisoft";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"The Nightmare of Druaga: Fushigino Dungeon";"PS2";2004;"Role-Playing";"Arika";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Omega Labyrinth";"PlayStation Vita";2015;"Role-Playing";"D3Publisher";"Handheld";"Sony";2011;2019;15.0;0.28;0.79;0.87;2.25
"Air Conflicts: Aces of World War II";"PSP";2009;"Simulation";"Graffiti";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Aliens in the Attic";"Nintendo DS";2009;"Action";"Playlogic Game Factory";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Virtua Striker 2002";"Nintendo GameCube";2002;"Sports";"Sega";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Kamen Rider: Dragon Knight";"Nintendo DS";2009;"Fighting";"D3Publisher";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Code Lyoko";"Nintendo DS";2007;"Action";"Game Factory";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Taito Legends Power Up";"PSP";2007;"Action";"Destineer";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Fate/Unlimited Codes Portable";"PSP";2009;"Fighting";"Capcom";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Metal Slug Anthology";"PSP";2007;"Shooter";"Ignition Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Tenchu: Dark Secret";"Nintendo DS";2006;"Action";"From Software";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Game no Kanzume Vol 2";"Sega CD";1994;"Misc";"Sega";"Home console add-on";"Sega";1991;1996;2.24;1.0;0.36;0.09;1.5
"Disney's PK: Out of the Shadows";"Nintendo GameCube";2002;"Platform";"Ubisoft";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Zoo Quest: Puzzle Fun!";"Nintendo DS";2008;"Puzzle";"JoWood Productions";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"JoJo no Kimy? na B?ken Fantomu Buraddo";"PS2";2006;"Action";"Namco Bandai Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"The Idolmaster 2";"XBOX 360";2011;"Simulation";"Namco Bandai Games";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"PQ2: Practical Intelligence Quotient";"PSP";2006;"Puzzle";"D3Publisher";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Mr Bean's Wacky World of Wii";"Nintendo Wii";2009;"Adventure";"Blast! Entertainment Ltd";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Powerdrome";"PS2";2004;"Racing";"Evolved Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Dreamer Series: Puppy Trainer";"Nintendo DS";2008;"Simulation";"DreamCatcher Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Pro Yakyuu Spirits 5 Kanzenban";"PS2";2008;"Sports";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Tsumiki: Block Drop Mania";"Nintendo DS";2007;"Action";"Nobilis";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Shin Sangoku Musou 5 Special";"PSP";2009;"Action";"Tecmo Koei";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Pony Friends: Mini Breeds Edition";"Nintendo DS";2008;"Simulation";"Eidos Interactive";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Otogi 2: Immortal Warriors";"XBOX";2003;"Action";"Sega";"Home";"Microsoft";2001;2009;24.0;6.82;1.53;0.05;8.49
"Legend of Kay";"PS2";2005;"Action";"JoWood Productions";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Piglet's Big Game";"Nintendo GameCube";2003;"Platform";"Gotham Games";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Dead or Alive Xtreme 3: Fortune";"PS4";2016;"Sports";"Tecmo Koei";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Ivy the Kiwi?";"Nintendo DS";2010;"Puzzle";"Rising Star Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
